title,category,publish-date,abstract,first-keyword,second-keyword,third-keyword,fourth-keyword,fifth-keyword,sixth-keyword,seventh-keyword,eighth-keyword,language,author,affiliation
Utilização de influenciadores digitais para a mobilização de seguidores em favor de causas sociais,Anais,2019,"Durante décadas, pessoas de todo o mundo, inclusive no Brasil, pressionaram o governo para participar de suas decisões. O governo digital criou meios para uma ampla interação cidadão-governo, que inclui informar pessoas, ouvir demandas e negociar decisões. Embora o governo brasileiro tenha criado muitas plataformas de participação, a participação popular é extremamente pequena, quase insignificante, mesmo por apenas visitar os sites para obter informações confiáveis. Então, é um desafio mobilizar as pessoas a exercerem seu direito de participar. Através de uma revisão sistemática da literatura verificamos que um dos motivos para a não-participação é o desconhecimento das iniciativas de e-participação. A literatura nos mostra que esse problema de comunicação (não-participação por desconhecimento) pode ser superado utilizando influenciadores digitais. Surgem então as questões que motivaram nossa pesquisa. Como os influenciadores digitais selecionam suas mensagens para postar? O que faria um influenciador digital postar material relacionado à cidadania? Quais fatores os impedem de publicar material relacionado à cidadania? Apresentamos os fatores que motivam e desmotivam o influenciador a postar causas sociais.",E-participação,Governo Digital,Influenciadores Digitais,Comunicação Governamental,,,,,Português,ana c. b. garcia,UNIRIO
Utilização de influenciadores digitais para a mobilização de seguidores em favor de causas sociais,Anais,2019,"Durante décadas, pessoas de todo o mundo, inclusive no Brasil, pressionaram o governo para participar de suas decisões. O governo digital criou meios para uma ampla interação cidadão-governo, que inclui informar pessoas, ouvir demandas e negociar decisões. Embora o governo brasileiro tenha criado muitas plataformas de participação, a participação popular é extremamente pequena, quase insignificante, mesmo por apenas visitar os sites para obter informações confiáveis. Então, é um desafio mobilizar as pessoas a exercerem seu direito de participar. Através de uma revisão sistemática da literatura verificamos que um dos motivos para a não-participação é o desconhecimento das iniciativas de e-participação. A literatura nos mostra que esse problema de comunicação (não-participação por desconhecimento) pode ser superado utilizando influenciadores digitais. Surgem então as questões que motivaram nossa pesquisa. Como os influenciadores digitais selecionam suas mensagens para postar? O que faria um influenciador digital postar material relacionado à cidadania? Quais fatores os impedem de publicar material relacionado à cidadania? Apresentamos os fatores que motivam e desmotivam o influenciador a postar causas sociais.",E-participação,Governo Digital,Influenciadores Digitais,Comunicação Governamental,,,,,Português,adriana s. vivacqua,UFRJ
Construindo Paisagens Sonoras através da Colaboração em Espaços Públicos,Anais,2019,"Timbres marcantes de sons da natureza como os provocados pelos ventos, mares, canto de pássaros, ruídos produzidos por carros e fábricas, composição musical e até uma música no rádio. Tudo isso é responsável por sonoridades locais, que se mesclam com uma enorme quantidade de ruídos e sons diversos, fazendo surgir as paisagens sonoras de um local. O que se pretende nessa pesquisa é buscar um modelo de colaboração para a construção artística de paisagens sonoras em espaços públicos. Para alcançar esta missão, os compositores de paisagens sonoras interagem com a tecnologia criada para proporcionar essa interação por meio de seus dispositivos móveis. Ao fazê-lo, os compositores reaproveitam a tecnologia, transformando-a em uma ferramenta que traz a ressignificação do espaço público, podendo transformar o ambiente ao seu redor no que desejar, desafiando assim a tradicional forma de produzir paisagens sonoras.",paisagens sonoras,espaço público,colaboração artística,tecnologia móvel,ressignificação,,,,Português,mauro amazonas,UFAM
Construindo Paisagens Sonoras através da Colaboração em Espaços Públicos,Anais,2019,"Timbres marcantes de sons da natureza como os provocados pelos ventos, mares, canto de pássaros, ruídos produzidos por carros e fábricas, composição musical e até uma música no rádio. Tudo isso é responsável por sonoridades locais, que se mesclam com uma enorme quantidade de ruídos e sons diversos, fazendo surgir as paisagens sonoras de um local. O que se pretende nessa pesquisa é buscar um modelo de colaboração para a construção artística de paisagens sonoras em espaços públicos. Para alcançar esta missão, os compositores de paisagens sonoras interagem com a tecnologia criada para proporcionar essa interação por meio de seus dispositivos móveis. Ao fazê-lo, os compositores reaproveitam a tecnologia, transformando-a em uma ferramenta que traz a ressignificação do espaço público, podendo transformar o ambiente ao seu redor no que desejar, desafiando assim a tradicional forma de produzir paisagens sonoras.",paisagens sonoras,espaço público,colaboração artística,tecnologia móvel,ressignificação,,,,Português,thais castro,UFAM
Construindo Paisagens Sonoras através da Colaboração em Espaços Públicos,Anais,2019,"Timbres marcantes de sons da natureza como os provocados pelos ventos, mares, canto de pássaros, ruídos produzidos por carros e fábricas, composição musical e até uma música no rádio. Tudo isso é responsável por sonoridades locais, que se mesclam com uma enorme quantidade de ruídos e sons diversos, fazendo surgir as paisagens sonoras de um local. O que se pretende nessa pesquisa é buscar um modelo de colaboração para a construção artística de paisagens sonoras em espaços públicos. Para alcançar esta missão, os compositores de paisagens sonoras interagem com a tecnologia criada para proporcionar essa interação por meio de seus dispositivos móveis. Ao fazê-lo, os compositores reaproveitam a tecnologia, transformando-a em uma ferramenta que traz a ressignificação do espaço público, podendo transformar o ambiente ao seu redor no que desejar, desafiando assim a tradicional forma de produzir paisagens sonoras.",paisagens sonoras,espaço público,colaboração artística,tecnologia móvel,ressignificação,,,,Português,rosiane freitas,UFAM
Construindo Paisagens Sonoras através da Colaboração em Espaços Públicos,Anais,2019,"Timbres marcantes de sons da natureza como os provocados pelos ventos, mares, canto de pássaros, ruídos produzidos por carros e fábricas, composição musical e até uma música no rádio. Tudo isso é responsável por sonoridades locais, que se mesclam com uma enorme quantidade de ruídos e sons diversos, fazendo surgir as paisagens sonoras de um local. O que se pretende nessa pesquisa é buscar um modelo de colaboração para a construção artística de paisagens sonoras em espaços públicos. Para alcançar esta missão, os compositores de paisagens sonoras interagem com a tecnologia criada para proporcionar essa interação por meio de seus dispositivos móveis. Ao fazê-lo, os compositores reaproveitam a tecnologia, transformando-a em uma ferramenta que traz a ressignificação do espaço público, podendo transformar o ambiente ao seu redor no que desejar, desafiando assim a tradicional forma de produzir paisagens sonoras.",paisagens sonoras,espaço público,colaboração artística,tecnologia móvel,ressignificação,,,,Português,bruno gadelha,UFAM
Desenvolvimento dialético de infraestrutura e superestrutura em plataformas livres para colaboração,Anais,2019,"O desenvolvimento de plataformas Free/Libre and Open Source Software (FLOSS) para trabalho colaborativo oferece grandes desafios para o projeto de interação, devido às características de coletividade, distribuição geográfica e divergências. Com o objetivo de compreender esse tipo de projeto de interação, está sendo conduzida uma pesquisa etnográfica em um plataforma para projetos colaborativos desenvolvida à partir do framework Drupal e da ideologia do Design Livre. Os resultados preliminares da pesquisa sugerem que os esforços de projeto se orientam para a dialética entre infraestrutura e superestrutura.","software livre
","trabalho colaborativo
",design livre,interação,infraestrutura,,,,Português,mateus f. l. pelanda,UTFPR
Desenvolvimento dialético de infraestrutura e superestrutura em plataformas livres para colaboração,Anais,2019,"O desenvolvimento de plataformas Free/Libre and Open Source Software (FLOSS) para trabalho colaborativo oferece grandes desafios para o projeto de interação, devido às características de coletividade, distribuição geográfica e divergências. Com o objetivo de compreender esse tipo de projeto de interação, está sendo conduzida uma pesquisa etnográfica em um plataforma para projetos colaborativos desenvolvida à partir do framework Drupal e da ideologia do Design Livre. Os resultados preliminares da pesquisa sugerem que os esforços de projeto se orientam para a dialética entre infraestrutura e superestrutura.","software livre
","trabalho colaborativo
",design livre,interação,infraestrutura,,,,Português,frederick m. c. v. amstel,UTFPR
Avaliação da Maturidade em Colaboração de Equipes Ágeis de Desenvolvimento de Software,Anais,2019,"Este artigo descreve uma pesquisa em andamento que busca elaborar um processo para avaliar a maturidade em colaboração de equipes que desenvolvem softwares utilizando de métodos ágeis. Como resultados preliminares, apresenta uma revisão da bibliografia e o resultado de uma Survey sobre incentivo e uso da colaboração em métodos ágeis que obteve 271 respondentes.",colaboração,"métodos ágeis
",maturidade,desenvolvimento de software,survey,,,,Português,carlos e. stefani,CPS
Avaliação da Maturidade em Colaboração de Equipes Ágeis de Desenvolvimento de Software,Anais,2019,"Este artigo descreve uma pesquisa em andamento que busca elaborar um processo para avaliar a maturidade em colaboração de equipes que desenvolvem softwares utilizando de métodos ágeis. Como resultados preliminares, apresenta uma revisão da bibliografia e o resultado de uma Survey sobre incentivo e uso da colaboração em métodos ágeis que obteve 271 respondentes.",colaboração,"métodos ágeis
",maturidade,desenvolvimento de software,survey,,,,Português,marcelo duduchi,CPS
"myPersonalEWS: Uma Abordagem Colaborativa para Alertar Surdos, Cegos e Analfabetos sobre Desastres",Anais,2019,"Inundações, alagamentos, temporais e deslizamentos de terra são algumas das situações que podem levar a desastres naturais com perda de vidas e danos à sociedade. A fim de alertar a população, são utilizados sistemas de alerta antecipado. Geralmente as mensagens de alertas são disseminadas em formato de texto, o que acaba excluindo populações vulneráveis que têm dificuldade ou não saibam ler, a exemplo dos analfabetos, cegos e surdos. O presente trabalho apresenta uma abordagem para alertar grupos vulneráveis por meio de um Sistema de Alerta Antecipado Colaborativo e Sensível ao Contexto.",sistema de alerta antecipado,grupos vulneráveis,desastres naturais,acessibilidade,contexto colaborativo,,,,Português,jaziel s. lobo,UFBA
"myPersonalEWS: Uma Abordagem Colaborativa para Alertar Surdos, Cegos e Analfabetos sobre Desastres",Anais,2019,"Inundações, alagamentos, temporais e deslizamentos de terra são algumas das situações que podem levar a desastres naturais com perda de vidas e danos à sociedade. A fim de alertar a população, são utilizados sistemas de alerta antecipado. Geralmente as mensagens de alertas são disseminadas em formato de texto, o que acaba excluindo populações vulneráveis que têm dificuldade ou não saibam ler, a exemplo dos analfabetos, cegos e surdos. O presente trabalho apresenta uma abordagem para alertar grupos vulneráveis por meio de um Sistema de Alerta Antecipado Colaborativo e Sensível ao Contexto.",sistema de alerta antecipado,grupos vulneráveis,desastres naturais,acessibilidade,contexto colaborativo,,,,Português,vaninha vieira,UFBA
Fatores que influenciam na continuidade da colaboração entre equipes de projetos desenvolvidos em eventos de curta duração,Anais,2019,"Eventos de curta duração, tais como hackathons e game jams, envolvem equipes de projeto que colaboram por um curto período de tempo. As pesquisas anteriores exploraram vários aspectos desses eventos, mas os fatores que contribuem ou atrapalham uma colaboração bem-sucedida entre membros de equipes de projeto são ainda desconhecidos. Neste artigo, são apresentados os resultados preliminares de um estudo exploratório com vinte participantes de dois grandes hackathons e um game jam. Os resultados preliminares apontam fatores positivos e negativos que contribuem para continuidade da colaboração entre membros de equipes de projetos desenvolvidos durante eventos de curta duração.","eventos de curta duração
",hackathons,"colaboração
",fatores de sucesso,"equipes de projeto
",,,,Português,tiago h. s. leite,UFRN
Fatores que influenciam na continuidade da colaboração entre equipes de projetos desenvolvidos em eventos de curta duração,Anais,2019,"Eventos de curta duração, tais como hackathons e game jams, envolvem equipes de projeto que colaboram por um curto período de tempo. As pesquisas anteriores exploraram vários aspectos desses eventos, mas os fatores que contribuem ou atrapalham uma colaboração bem-sucedida entre membros de equipes de projeto são ainda desconhecidos. Neste artigo, são apresentados os resultados preliminares de um estudo exploratório com vinte participantes de dois grandes hackathons e um game jam. Os resultados preliminares apontam fatores positivos e negativos que contribuem para continuidade da colaboração entre membros de equipes de projetos desenvolvidos durante eventos de curta duração.","eventos de curta duração
",hackathons,"colaboração
",fatores de sucesso,"equipes de projeto
",,,,Português,fernando f. filho,UFRN
Fatores que influenciam na continuidade da colaboração entre equipes de projetos desenvolvidos em eventos de curta duração,Anais,2019,"Eventos de curta duração, tais como hackathons e game jams, envolvem equipes de projeto que colaboram por um curto período de tempo. As pesquisas anteriores exploraram vários aspectos desses eventos, mas os fatores que contribuem ou atrapalham uma colaboração bem-sucedida entre membros de equipes de projeto são ainda desconhecidos. Neste artigo, são apresentados os resultados preliminares de um estudo exploratório com vinte participantes de dois grandes hackathons e um game jam. Os resultados preliminares apontam fatores positivos e negativos que contribuem para continuidade da colaboração entre membros de equipes de projetos desenvolvidos durante eventos de curta duração.","eventos de curta duração
",hackathons,"colaboração
",fatores de sucesso,"equipes de projeto
",,,,Português,leandro a. melo,UFRN
Fatores que influenciam na continuidade da colaboração entre equipes de projetos desenvolvidos em eventos de curta duração,Anais,2019,"Eventos de curta duração, tais como hackathons e game jams, envolvem equipes de projeto que colaboram por um curto período de tempo. As pesquisas anteriores exploraram vários aspectos desses eventos, mas os fatores que contribuem ou atrapalham uma colaboração bem-sucedida entre membros de equipes de projeto são ainda desconhecidos. Neste artigo, são apresentados os resultados preliminares de um estudo exploratório com vinte participantes de dois grandes hackathons e um game jam. Os resultados preliminares apontam fatores positivos e negativos que contribuem para continuidade da colaboração entre membros de equipes de projetos desenvolvidos durante eventos de curta duração.","eventos de curta duração
",hackathons,"colaboração
",fatores de sucesso,"equipes de projeto
",,,,Português,cleidson r. b. souza,UFPA
Fatores que influenciam na continuidade da colaboração entre equipes de projetos desenvolvidos em eventos de curta duração,Anais,2019,"Eventos de curta duração, tais como hackathons e game jams, envolvem equipes de projeto que colaboram por um curto período de tempo. As pesquisas anteriores exploraram vários aspectos desses eventos, mas os fatores que contribuem ou atrapalham uma colaboração bem-sucedida entre membros de equipes de projeto são ainda desconhecidos. Neste artigo, são apresentados os resultados preliminares de um estudo exploratório com vinte participantes de dois grandes hackathons e um game jam. Os resultados preliminares apontam fatores positivos e negativos que contribuem para continuidade da colaboração entre membros de equipes de projetos desenvolvidos durante eventos de curta duração.","eventos de curta duração
",hackathons,"colaboração
",fatores de sucesso,"equipes de projeto
",,,,Português,fabio f. s. junior,UFRN
WikiFavelas: Uma Ferramenta Colaborativa para organizações sociais,Anais,2019,"Observa-se que há pouco debate sobre as características de organizações sociais na área de Tecnologia da Informação (TI) e, em geral, o desenvolvimento de sistemas de software para o terceiro setor ainda assume valores e práticas da gestão empresarial, em detrimento de valores e práticas inerentes à gestão social em organizações sem fins lucrativos. Neste artigo, apresentamos uma pesquisa em andamento de uma ferramenta colaborativa para movimentos sociais.. As lições aqui compartilhadas podem ser úteis para desenvolvedores e pesquisadores interessados em compreender e refletir sobre os desafios de desenvolver software para as organizações sociais.",organizações sociais,"software colaborativo
",terceiro setor,gestão social,desenvolvimento de sistemas,,,,Português,leonardo gargano,UFRJ
WikiFavelas: Uma Ferramenta Colaborativa para organizações sociais,Anais,2019,"Observa-se que há pouco debate sobre as características de organizações sociais na área de Tecnologia da Informação (TI) e, em geral, o desenvolvimento de sistemas de software para o terceiro setor ainda assume valores e práticas da gestão empresarial, em detrimento de valores e práticas inerentes à gestão social em organizações sem fins lucrativos. Neste artigo, apresentamos uma pesquisa em andamento de uma ferramenta colaborativa para movimentos sociais.. As lições aqui compartilhadas podem ser úteis para desenvolvedores e pesquisadores interessados em compreender e refletir sobre os desafios de desenvolver software para as organizações sociais.",organizações sociais,"software colaborativo
",terceiro setor,gestão social,desenvolvimento de sistemas,,,,Português,marcelo fornazin,UFF
Classificação de opinião no Twitter em português utilizando o Multilingual Universal Sentence Encoder para apoiar pesquisas sobre filter bubble,Anais,2019,"Pesquisas sobre filter bubbles necessitam de mecanismos para capturar e classificar a polaridade de opinião de documentos em ambientes crowdsourced. Apresentamos um modelo preliminar baseado em aprendizado de máquina para classificar a opinião de tweets em português sobre o tema da Reforma de Previdência no contexto político brasileiro. Nossa abordagem utiliza o Multilingual Universal Sentence Encoder for Semantic Retrieval, um modelo pré-treinado recém-lançado por pesquisadores do Google para gerar representações vetoriais semanticamente ricas. Treinamos e classificamos nosso dataset em uma rede neural profunda feedfoward. Nosso modelo preliminar apresentou uma acurácia média de 82%. Esta tarefa é parte de um trabalho em andamento que visa apoiar a realização de pesquisas sobre filter bubbles.",filter bubbles,"classificação de opinião
",aprendizado de máquina,tweets políticos,"Reforma da Previdência
",,,,Português,jonatas c. santos,UNIRIO
Classificação de opinião no Twitter em português utilizando o Multilingual Universal Sentence Encoder para apoiar pesquisas sobre filter bubble,Anais,2019,"Pesquisas sobre filter bubbles necessitam de mecanismos para capturar e classificar a polaridade de opinião de documentos em ambientes crowdsourced. Apresentamos um modelo preliminar baseado em aprendizado de máquina para classificar a opinião de tweets em português sobre o tema da Reforma de Previdência no contexto político brasileiro. Nossa abordagem utiliza o Multilingual Universal Sentence Encoder for Semantic Retrieval, um modelo pré-treinado recém-lançado por pesquisadores do Google para gerar representações vetoriais semanticamente ricas. Treinamos e classificamos nosso dataset em uma rede neural profunda feedfoward. Nosso modelo preliminar apresentou uma acurácia média de 82%. Esta tarefa é parte de um trabalho em andamento que visa apoiar a realização de pesquisas sobre filter bubbles.",filter bubbles,"classificação de opinião
",aprendizado de máquina,tweets políticos,"Reforma da Previdência
",,,,Português,sean w. m. siqueira,UNIRIO
Coordenação de colaboradores em desenvolvimento de software crowdsourced,Anais,2019,"O suporte à coordenação de equipes crowdsourced é um desafio em ambientes de Desenvolvimento Global de Software. Para sanar a necessidade de uma análise mais profunda sobre a coordenação de especialistas empregados em um projeto que utiliza crowdsourcing, realizamos um mapeamento sistemático. Deste mapeamento sistemático, 19 estudos primários foram analisados. Como resultado, foram levantadas as maiores barreiras e as soluções para barreiras de coordenação de equipes crowdsourced. Entendendo a necessidade de um serviço que utiliza o repositório do próprio projeto para ajudar a coordenar uma equipe crowdsourced, propomos uma ferramenta capaz de analisar três aspectos principais dos colaboradores do projeto: 1) colaboradores mais relacionados a questões, 2) a evolução dos comprometimentos ao longo do tempo e 3) o fator de contribuição.",crowdsourced,Coordenação de equipes,Desenvolvimento Global de Software,,,,,,Português,vitor q. campos,UFJF
Coordenação de colaboradores em desenvolvimento de software crowdsourced,Anais,2019,"O suporte à coordenação de equipes crowdsourced é um desafio em ambientes de Desenvolvimento Global de Software. Para sanar a necessidade de uma análise mais profunda sobre a coordenação de especialistas empregados em um projeto que utiliza crowdsourcing, realizamos um mapeamento sistemático. Deste mapeamento sistemático, 19 estudos primários foram analisados. Como resultado, foram levantadas as maiores barreiras e as soluções para barreiras de coordenação de equipes crowdsourced. Entendendo a necessidade de um serviço que utiliza o repositório do próprio projeto para ajudar a coordenar uma equipe crowdsourced, propomos uma ferramenta capaz de analisar três aspectos principais dos colaboradores do projeto: 1) colaboradores mais relacionados a questões, 2) a evolução dos comprometimentos ao longo do tempo e 3) o fator de contribuição.",crowdsourced,Coordenação de equipes,Desenvolvimento Global de Software,,,,,,Português,jose m. n. david,UFJF
"Fake News and Sarcasm, what is the limit of a critic and what is intentionally fake?",Anais,2019,"Nowadays it is hard to distinguish what is a fake information made to mislead, cause havoc and hysteria than a true critic that has only the intention to highlight a social problem or an abnormality of some sort. In order to diminish the number of false positives in fake news detection, we experimented two neural network models trained by a combined set of true, fake and sarcastic news in order to test how accurate would be our model. This paper has the goal to propose future steps of an ongoing experiment and discuss the usage of collaboration aided by machines to gather such data to the models.",Fake news detection,"Neural network models
",Human-machine collaboration,,,,,,Inglês,fernando c. d. silva,UNIRIO
"Fake News and Sarcasm, what is the limit of a critic and what is intentionally fake?",Anais,2019,"Nowadays it is hard to distinguish what is a fake information made to mislead, cause havoc and hysteria than a true critic that has only the intention to highlight a social problem or an abnormality of some sort. In order to diminish the number of false positives in fake news detection, we experimented two neural network models trained by a combined set of true, fake and sarcastic news in order to test how accurate would be our model. This paper has the goal to propose future steps of an ongoing experiment and discuss the usage of collaboration aided by machines to gather such data to the models.",Fake news detection,"Neural network models
",Human-machine collaboration,,,,,,Inglês,ana c. b. garcia,UNIRIO
Aplicação de um modelo de colaboração em um contexto de participação social,Anais,2019,"O objetivo deste artigo é apresentar um estudo no qual um modelo de colaboração foi utilizado para estruturar as iniciativas de participação social em um projeto de elaboração de planos diretores municipais. No estudo é apresentado um modelo de organização das atividades de participação, e são descritas as estratégias de comunicação realizadas para divulgação das ações tomadas pela gestão e as ferramentas de participação disponíveis. As ferramentas facilitam que o cidadão exerça a colaboração através de discussão de problemas, e permitem que o participante expresse de sua opinião para levantamento de dados.",Modelo de colaboração,Planos diretores municipais,Estratégias de comunicação,,,,,,Português,kayque w. r. oliveira,UNIFEI
Aplicação de um modelo de colaboração em um contexto de participação social,Anais,2019,"O objetivo deste artigo é apresentar um estudo no qual um modelo de colaboração foi utilizado para estruturar as iniciativas de participação social em um projeto de elaboração de planos diretores municipais. No estudo é apresentado um modelo de organização das atividades de participação, e são descritas as estratégias de comunicação realizadas para divulgação das ações tomadas pela gestão e as ferramentas de participação disponíveis. As ferramentas facilitam que o cidadão exerça a colaboração através de discussão de problemas, e permitem que o participante expresse de sua opinião para levantamento de dados.",Modelo de colaboração,Planos diretores municipais,Estratégias de comunicação,,,,,,Português,melise m. v. paula,UNIFEI
Aplicação de um modelo de colaboração em um contexto de participação social,Anais,2019,"O objetivo deste artigo é apresentar um estudo no qual um modelo de colaboração foi utilizado para estruturar as iniciativas de participação social em um projeto de elaboração de planos diretores municipais. No estudo é apresentado um modelo de organização das atividades de participação, e são descritas as estratégias de comunicação realizadas para divulgação das ações tomadas pela gestão e as ferramentas de participação disponíveis. As ferramentas facilitam que o cidadão exerça a colaboração através de discussão de problemas, e permitem que o participante expresse de sua opinião para levantamento de dados.",Modelo de colaboração,Planos diretores municipais,Estratégias de comunicação,,,,,,Português,gustavo e. r. g. alves,UNIFEI
Aplicação de um modelo de colaboração em um contexto de participação social,Anais,2019,"O objetivo deste artigo é apresentar um estudo no qual um modelo de colaboração foi utilizado para estruturar as iniciativas de participação social em um projeto de elaboração de planos diretores municipais. No estudo é apresentado um modelo de organização das atividades de participação, e são descritas as estratégias de comunicação realizadas para divulgação das ações tomadas pela gestão e as ferramentas de participação disponíveis. As ferramentas facilitam que o cidadão exerça a colaboração através de discussão de problemas, e permitem que o participante expresse de sua opinião para levantamento de dados.",Modelo de colaboração,Planos diretores municipais,Estratégias de comunicação,,,,,,Português,pedro t. m. pedrosa,UNIFEI
Aplicação de um modelo de colaboração em um contexto de participação social,Anais,2019,"O objetivo deste artigo é apresentar um estudo no qual um modelo de colaboração foi utilizado para estruturar as iniciativas de participação social em um projeto de elaboração de planos diretores municipais. No estudo é apresentado um modelo de organização das atividades de participação, e são descritas as estratégias de comunicação realizadas para divulgação das ações tomadas pela gestão e as ferramentas de participação disponíveis. As ferramentas facilitam que o cidadão exerça a colaboração através de discussão de problemas, e permitem que o participante expresse de sua opinião para levantamento de dados.",Modelo de colaboração,Planos diretores municipais,Estratégias de comunicação,,,,,,Português,mauro s. r. souza,UNIFEI
Aplicação de um modelo de colaboração em um contexto de participação social,Anais,2019,"O objetivo deste artigo é apresentar um estudo no qual um modelo de colaboração foi utilizado para estruturar as iniciativas de participação social em um projeto de elaboração de planos diretores municipais. No estudo é apresentado um modelo de organização das atividades de participação, e são descritas as estratégias de comunicação realizadas para divulgação das ações tomadas pela gestão e as ferramentas de participação disponíveis. As ferramentas facilitam que o cidadão exerça a colaboração através de discussão de problemas, e permitem que o participante expresse de sua opinião para levantamento de dados.",Modelo de colaboração,Planos diretores municipais,Estratégias de comunicação,,,,,,Português,fabiana barros,UNIFEI
Text Review System: Um sistema colaborativo para revisão de texto,Anais,2019,"Este trabalho apresenta um software colaborativo que auxilia na revisão de textos acadêmicos em português. Por meio dessa ferramenta é possível criar regras que serão aplicadas para revisão automática dos textos. As regras podem ser criadas e utilizadas por múltiplos usuários (i.e., de forma colaborativa) e a revisão do texto pode ser realizada de forma compartilhada. Em termos de contribuições, o sistema proposto pode auxiliar no processo de escrita de textos acadêmicos de forma a reduzir o tempo e o esforço despendidos nesse processo.",Software colaborativo,Escrita colaborativa,Revisão automática de textos,,,,,,Português,arley s. ribeiro,CEFET-MG
Text Review System: Um sistema colaborativo para revisão de texto,Anais,2019,"Este trabalho apresenta um software colaborativo que auxilia na revisão de textos acadêmicos em português. Por meio dessa ferramenta é possível criar regras que serão aplicadas para revisão automática dos textos. As regras podem ser criadas e utilizadas por múltiplos usuários (i.e., de forma colaborativa) e a revisão do texto pode ser realizada de forma compartilhada. Em termos de contribuições, o sistema proposto pode auxiliar no processo de escrita de textos acadêmicos de forma a reduzir o tempo e o esforço despendidos nesse processo.",Software colaborativo,Escrita colaborativa,Revisão automática de textos,,,,,,Português,ismael s. silva,CEFET-MG
Text Review System: Um sistema colaborativo para revisão de texto,Anais,2019,"Este trabalho apresenta um software colaborativo que auxilia na revisão de textos acadêmicos em português. Por meio dessa ferramenta é possível criar regras que serão aplicadas para revisão automática dos textos. As regras podem ser criadas e utilizadas por múltiplos usuários (i.e., de forma colaborativa) e a revisão do texto pode ser realizada de forma compartilhada. Em termos de contribuições, o sistema proposto pode auxiliar no processo de escrita de textos acadêmicos de forma a reduzir o tempo e o esforço despendidos nesse processo.",Software colaborativo,Escrita colaborativa,Revisão automática de textos,,,,,,Português,flavio r. s. coutinho,CEFET-MG
Text Review System: Um sistema colaborativo para revisão de texto,Anais,2019,"Este trabalho apresenta um software colaborativo que auxilia na revisão de textos acadêmicos em português. Por meio dessa ferramenta é possível criar regras que serão aplicadas para revisão automática dos textos. As regras podem ser criadas e utilizadas por múltiplos usuários (i.e., de forma colaborativa) e a revisão do texto pode ser realizada de forma compartilhada. Em termos de contribuições, o sistema proposto pode auxiliar no processo de escrita de textos acadêmicos de forma a reduzir o tempo e o esforço despendidos nesse processo.",Software colaborativo,Escrita colaborativa,Revisão automática de textos,,,,,,Português,glivia a. r. barbosa,CEFET-MG
iStarDT: Um Método para Construção de Modelos i* Utilizando Design Thinking,Anais,2019,"A Engenharia de Requisitos possui métodos eficazes para buscar, representar, validar e gerenciar os objetivos que os stakeholders buscam num software demandado, como por exemplo o framework orientado a objetivos i*. Este trabalho dá continuidade aos esforços recentes de outros autores em unir criatividade e i*. Nesta abordagem, é definido um método para a construção colaborativa de modelos i*, a partir da aplicação do Design Thinking (DT). Holisticamente, o método está baseado nos estágios de inspiração, ideação e implementação do DT. Nós usamos o método científico pesquisa-ação, de modo que o arcabouço teórico, aliado às ações e interações sociais, possibilitaram fundamentar e testar formas eficazes de construir modelos i*, a partir da aplicação do DT.",Engenharia de Requisitos,Modelos i*,Design Thinking,Construção colaborativa,,,,,Português,laino santos,EMPREL
iStarDT: Um Método para Construção de Modelos i* Utilizando Design Thinking,Anais,2019,"A Engenharia de Requisitos possui métodos eficazes para buscar, representar, validar e gerenciar os objetivos que os stakeholders buscam num software demandado, como por exemplo o framework orientado a objetivos i*. Este trabalho dá continuidade aos esforços recentes de outros autores em unir criatividade e i*. Nesta abordagem, é definido um método para a construção colaborativa de modelos i*, a partir da aplicação do Design Thinking (DT). Holisticamente, o método está baseado nos estágios de inspiração, ideação e implementação do DT. Nós usamos o método científico pesquisa-ação, de modo que o arcabouço teórico, aliado às ações e interações sociais, possibilitaram fundamentar e testar formas eficazes de construir modelos i*, a partir da aplicação do DT.",Engenharia de Requisitos,Modelos i*,Design Thinking,Construção colaborativa,,,,,Português,carla silva,UFPE
Avaliação da Aceitação de Tarefas Crowdsourcing: Uma Experiência do Usuário no Mundo Real,Anais,2019,"Iniciativas crowdsourcing consideram a inteligência das pessoas para realizar tarefas resolvendo problemas difíceis para máquinas. O objetivo desta pesquisa é investigar a aceitação dos usuários participantes de iniciativas crowdsourcing presentes em dispositivos móveis. A aceitação das tarefas por esses usuários vai depender da tarefa que lhes são alocadas, considerando aspectos do contexto em que o mesmo se encontra no momento em que recebe a tarefa. Será realizado um experimento que se aproxime do mundo real, avaliando usuários com problemas reais e utilizando aplicações crowdsourcing existentes.",Iniciativas crowdsourcing,Aceitação do usuário,Dispositivos móveis,,,,,,Português,maria c. pestana,UFBA
Avaliação da Aceitação de Tarefas Crowdsourcing: Uma Experiência do Usuário no Mundo Real,Anais,2019,"Iniciativas crowdsourcing consideram a inteligência das pessoas para realizar tarefas resolvendo problemas difíceis para máquinas. O objetivo desta pesquisa é investigar a aceitação dos usuários participantes de iniciativas crowdsourcing presentes em dispositivos móveis. A aceitação das tarefas por esses usuários vai depender da tarefa que lhes são alocadas, considerando aspectos do contexto em que o mesmo se encontra no momento em que recebe a tarefa. Será realizado um experimento que se aproxime do mundo real, avaliando usuários com problemas reais e utilizando aplicações crowdsourcing existentes.",Iniciativas crowdsourcing,Aceitação do usuário,Dispositivos móveis,,,,,,Português,vaninha vieira,UFBA
